case_id,case_name,priority,step_order,step_description,expected_result
TC-008,เปลี่ยนราคา ≤ threshold (auto),High,3,กดยืนยัน,"apply ทันที, Toast success, บันทึกประวัติ (applied)"
TC-009,เปลี่ยนราคา > threshold → อนุมัติ,High,1,"Officer กด ""เปลี่ยนราคา"" + กรอก +12% + เหตุผล (ข้อมูล: new_price=+12%, reason=ต้นทุนขึ้น)","status → pending_approval, บันทึก pending"
TC-009,เปลี่ยนราคา > threshold → อนุมัติ,High,2,"Manager เปิดคำขอแล้วกด ""อนุมัติ""","SoD ผ่าน (approver≠requester), ราคาใหม่มีผล, history (approved), clear pending, status=active"
TC-010,ปฏิเสธคำขอเปลี่ยนราคา,Medium,1,Manager เปิดคำขอ pending,แสดงราคาเก่า→ใหม่ + %
TC-010,ปฏิเสธคำขอเปลี่ยนราคา,Medium,2,"กด ""ปฏิเสธ""","คงราคาเดิม, history (rejected), clear pending, status=active"
TC-011,ปิด/เปิดรายการ,Medium,1,กด toggle ปิดรายการ,"status=inactive, รายการถูกตัดจาก get-price/compare"
TC-011,ปิด/เปิดรายการ,Medium,2,กด toggle เปิดรายการ,status=active กลับมา
TC-012,Vendor-first list + drill-in,Medium,1,เปิดหน้า Vendor Price List,default แสดงรายชื่อคู่ค้า (active-first) + จำนวนสินค้า
TC-012,Vendor-first list + drill-in,Medium,2,คลิกแถวคู่ค้า,ไปหน้า Vendor Detail แสดงสินค้าของคู่ค้านั้น
TC-012,Vendor-first list + drill-in,Medium,3,"สลับ toggle เป็น ""ทุกสินค้า""",แสดงตาราง product-centric (flat)
TC-013,เพิ่มคู่ค้า–สินค้าซ้ำ → block,High,1,"เปิด wizard เลือกคู่ค้า–สินค้าเดิม แล้วกด ""ถัดไป"" (ข้อมูล: ซ้ำกับที่มี)","block + ข้อความ ""คู่ค้า–สินค้านี้มีรายการแล้ว"" (ERR_DUPLICATE_VENDOR_PRODUCT)"
TC-014,ตั้งราคา ≤ 0 → block,High,1,"กรอกราคา = 0 แล้วกด ""สร้างรายการ"" (ข้อมูล: price=0)","block + ข้อความ ""ราคาต้อง > 0"" (ERR_PRICE_NONPOSITIVE)"
TC-015,Tier overlap → block,High,1,"กรอก tier 1: 1–5, tier 2: 4–7 แล้วกด ""สร้างรายการ"" (ข้อมูล: ช่วงซ้อน)","block + ""ช่วงปริมาณ (tier) ซ้อนทับกัน"" (ERR_TIER_OVERLAP)"
TC-016,ไม่กรอก valid_from → block,Medium,1,"เว้นวันเริ่มราคาว่าง แล้วกด ""สร้างรายการ"" (ข้อมูล: valid_from=ว่าง)","block + ""กรุณาระบุวันเริ่มราคา"" (ERR_VALID_FROM_REQUIRED)"
TC-017,เปลี่ยนราคาไม่ใส่เหตุผล → block,Medium,1,กรอกราคาใหม่ แต่เว้นเหตุผล แล้วกดยืนยัน (ข้อมูล: reason=ว่าง),"block + ""กรุณาระบุเหตุผล"" (ERR_REASON_REQUIRED)"
TC-018,อนุมัติคำขอตัวเอง → block SoD,High,1,ผู้ขอ login แล้วเปิดคำขอ pending ของตัวเอง,ปุ่มอนุมัติ disabled + เตือน SoD
TC-018,อนุมัติคำขอตัวเอง → block SoD,High,2,พยายามกดอนุมัติ,"block + ""ผู้อนุมัติต้องไม่ใช่ผู้ขอ (SoD)"" (ERR_SOD_SELF_APPROVAL)"
TC-019,Batch แถวไม่ครบ → block save,Medium,1,กรอกแถวเลือกสินค้าแต่เว้นราคา (ข้อมูล: price=ว่าง),แถวขึ้นสีแดง + เครื่องหมาย ! ที่เลขแถว
TC-019,Batch แถวไม่ครบ → block save,Medium,2,"กด ""บันทึกทั้งหมด""",block + foot แสดงจำนวนแถวมีปัญหา
TC-020,CSV code ไม่พบ master → unmatched,Medium,1,อัปโหลด CSV ที่มี product_code ไม่อยู่ใน master (ข้อมูล: 1 แถว unmatched),ระบบนับ unmatched +1 และข้ามแถวนั้น
TC-020,CSV code ไม่พบ master → unmatched,Medium,2,กดบันทึกทั้งหมด,"created = แถวที่ match เท่านั้น, แจ้ง unmatched"
TC-021,Role ไม่มีสิทธิ์ → ราคา mask,High,1,เปิดหน้า Vendor Price List (flat),คอลัมน์ราคาทั้งหมดแสดงเป็น •••
TC-021,Role ไม่มีสิทธิ์ → ราคา mask,High,2,เปิด View drawer ของรายการ,ราคา/ส่วนลด/สุทธิ ทุกตัวเป็น •••
TC-022,get-price ทุก tier หมดอายุ → ไม่มีราคา,Medium,1,เรียก get-price/เทียบราคาสินค้านั้น (ข้อมูล: qty ใด ๆ),"คืน ""ไม่มีราคาใช้งานได้"" (ERR_NO_ACTIVE_PRICE), ไม่ปรากฏในเทียบราคา"
TC-023,เปลี่ยนราคาขณะมี pending → block,Medium,1,"กด ""เปลี่ยนราคา"" อีกครั้ง + ยืนยัน (ข้อมูล: new change)","block + ""มีคำขอเปลี่ยนราคาค้างอยู่"" (ERR_PENDING_EXISTS)"
TC-024,แก้ไขพร้อมกัน → version conflict,Low,1,Session A บันทึกการแก้ก่อน,"สำเร็จ, version++"
TC-024,แก้ไขพร้อมกัน → version conflict,Low,2,Session B บันทึก (version เก่า),"block + ""ข้อมูลถูกแก้โดยผู้อื่น"" (ERR_VERSION_CONFLICT)"
