case_id,case_name,priority,step_order,step_description,expected_result
TC-016,ออก PO PDF ตรงรูปแบบภาษี,Medium,1,เปิด PO ที่อนุมัติแล้ว ไปแท็บ เอกสาร (PDF),แสดงตัวอย่าง PDF A4 ฟอนต์ Sarabun CI CUBE NATIVE
TC-016,ออก PO PDF ตรงรูปแบบภาษี,Medium,2,ตรวจส่วนยอดรวมของ PDF,รูปแบบภาษีตรงกับ PO (เช่น WHT แสดง หัก ณ ที่จ่าย + ยอดชำระสุทธิ)
TC-017,จำนวนเงินตัวอักษรตรงยอดสุทธิ,Medium,1,เปิด PDF ของ PO ดูบรรทัด จำนวนเงิน (ตัวอักษร),ข้อความตรงกับยอดสุทธิ เช่น เจ็ดหมื่นสองพันแปดร้อยบาทถ้วน
TC-018,กรอง List ด้วยสถานะ 3 แกน,Medium,1,ที่หน้า List เลือกตัวกรอง สถานะเอกสาร = อนุมัติแล้ว,แสดงเฉพาะ PO ที่ status_doc = approved
TC-018,กรอง List ด้วยสถานะ 3 แกน,Medium,2,เพิ่มตัวกรอง สถานะการจ่าย = ยังไม่จ่าย,ตารางกรองซ้อนถูกต้อง
TC-019,ฟิลด์ Confidential ถูก mask ใน List,Medium,1,เปิดหน้า List ด้วย role ที่ไม่ใช่จัดซื้อ/บัญชี,ยอดรวม/ราคาแสดงแบบ mask หรือซ่อนตามสิทธิ์
TC-019,ฟิลด์ Confidential ถูก mask ใน List,Medium,2,เปิด detail ด้วย role จัดซื้อ,เห็นราคา/ยอดรวมเต็ม
TC-020,แก้ไขได้เฉพาะ draft,High,1,เปิด PO สถานะ pending ลองกด แก้ไข,ปุ่มแก้ไขถูกซ่อน/disable หรือ block
TC-021,PO อนุมัติแล้วล็อกแก้ไขไม่ได้,High,1,เปิด PO สถานะ approved,ไม่มีปุ่มแก้ไข เอกสาร immutable แสดงปุ่ม พิมพ์ PDF/ยกเลิก
TC-022,สองผู้ใช้แก้ draft เดียวกันเกิด conflict,Low,1,ผู้ใช้ A และ B เปิด PO draft เดียวกัน ผู้ใช้ A บันทึกก่อน,A บันทึกสำเร็จ
TC-022,สองผู้ใช้แก้ draft เดียวกันเกิด conflict,Low,2,ผู้ใช้ B บันทึกตาม,ระบบแจ้ง เอกสารถูกแก้โดยผู้อื่น (refresh)
TC-023,ไม่เลือกผู้ขายผ่าน Step 2 ไม่ได้,High,1,ที่ Step 2 เว้นช่องผู้ขายไว้ กด ถัดไป,ระบบ block + แสดง กรุณาเลือกผู้ขาย
TC-024,ไม่มีรายการสินค้าสร้าง PO ไม่ได้,Medium,1,ที่ Step 3 ลบรายการจนเหลือ 0 หรือเว้นว่าง กด ถัดไป,ระบบ block + แสดง ต้องมีรายการอย่างน้อย 1
